donor_id	date	volunteer_ids	recipient_ids	part_food_types	part_weights	transport	scale
33	10/23/13	281	20	Produce	0	Bike	
6	10/23/13	576	7	Produce:Baked Goods	0.0:0.0		
69	10/23/13	53	39	Produce	1	Foot	
175	10/24/13	620	15	:	0.0:0.0	Bike	
27	10/24/13	256	18	Baked Goods	10	Foot	
2	10/24/13	57	28	Produce	40	Bike	
4	10/24/13	32	10	Produce	90		
36	10/24/13	574	15	Produce	50	Bike	
6	10/24/13	275	7	Produce:Baked Goods	30.0:65.0	Car	
6	10/24/13	116	63	Produce:Baked Goods	0.0:0.0	Bike	
72	10/24/13	581	15	Produce:Baked Goods	414.0:40.0	Car	
1	10/24/13	58	41	Produce:Baked Goods:	110.0:30.0:20.0	Bike	
175	10/24/13	613	7	Produce	1	Bike	
74	10/24/13	594	63	Produce	0	Bike	
3	10/24/13	336	42	Produce	0		
74	10/25/13	553	15	Produce	100	Bike	
25	10/25/13	527	22	Baked Goods	1	Bike	
4	10/25/13	279	20	Produce	76	Bike	
3	10/25/13	31	14	Produce	101	Bike	
74	10/25/13	553	15	Produce	100	Bike	
27	10/25/13	67	20	Baked Goods	30	Bike	
135	10/25/13	356	28	Frozen Prepared Food	0	Bike	
1	10/25/13	32	20	Produce	0	Bike	
6	10/25/13	556	15	Produce	40	Bike	
6	10/25/13	356	7	Produce:Baked Goods	0.0:0.0	Bike	
2	10/25/13	563	15	Produce	90	Bike	
175	10/25/13	604	15	Fresh Prepared Food:Dairy:Produce:Produce:Produce:Produce:Fresh Prepared Food:Fresh Prepared Food:Produce:Produce:Produce:Produce	15.0:4.0:25.0:1.0:5.0:5.0:100.0::10.0:15.0:25.0:45.0	Bike	
55	10/26/13	81	18	Produce:Baked Goods	95.0:15.0	Bike	
6	10/26/13	579	8	Produce:Baked Goods	50.0:50.0	Bike	
76	10/26/13	62	26	Frozen Prepared Food	15	Bike	
3	10/26/13	394	66	Produce	1	Bike	
4	10/26/13	531	22	Produce	50	Bike	
2	10/26/13	101	29	Produce	100	Bike	
6	10/26/13	569		Baked Goods:	0.0:	Bike	
24	10/26/13	86	28	Fresh Prepared Food	0	Bike	
74	10/26/13	575	18	Produce	2	Bike	
175	10/26/13	609	20	Produce	30	Bike	
175	10/26/13	609	20	Produce	30	Bike	
6	10/26/13	592	28	Produce:Baked Goods	65.0:	Bike	
1	10/26/13	591	26	Produce:Baked Goods	:175.0	Bike	
33	10/26/13	32		Produce	0	Bike	
25	10/26/13	508	155	Baked Goods	5	Bike	
33	10/26/13	67		Produce	80	Bike	
6	10/26/13	67	30	Produce	0		
72	10/26/13	514	26	Produce:Baked Goods	100.0:50.0	Car	
1	10/27/13	13	8	Produce:Baked Goods	280.0:15.0	Bike	
3	10/27/13	52	9	Produce	139	Car	
4	10/27/13	260	20	Produce	25	Bike	
74	10/27/13	582	18	Produce	30	Bike	
175	10/27/13	611	18	Produce	0	Bike	
2	10/27/13	458	12	Produce	150	Bike	
72	10/27/13	302	20	Produce:Baked Goods	200.0:100.0	Car	
25	10/27/13	568	11	Baked Goods	0		
24	10/28/13	615	28	Fresh Prepared Food	15	Bike	
69	10/28/13	615	28	Produce	8	Bike	
25	10/28/13	615	28	Baked Goods	10	Bike	
2	10/28/13	349	15	Produce	102	Bike	
6	10/28/13	30	61	Produce	15	Bike	
6	10/28/13	350	20	Produce:Baked Goods	0.0:0.0		
3	10/28/13	565	66	Produce	100	Car	
175	10/28/13	588	5	Produce	0		
6	10/28/13	199	28	Produce:Baked Goods	8.0:20.0	Bike	
1	10/28/13		66	Produce:Baked Goods	91.0:	Bike	
74	10/28/13	211	15	Produce	31	Bike	
175	10/28/13	358	15	Produce:Baked Goods	200.0:50.0	Bike	
4	10/28/13	356	11	Produce	25	Bike	
74	10/29/13	554	15	Produce	29	Bike	
2	10/29/13	3	35	Produce	60	Car	
1	10/29/13	67	14	Produce:Baked Goods	149.0:	Car	
175	10/29/13	626	15	Baked Goods	120	Bike	
72	10/29/13	273	44	Produce:Baked Goods	0.0:0.0	Bike	
76	10/29/13	583	26	Frozen Prepared Food	2	Bike	
6	10/29/13	566	28	Produce:Baked Goods	0.0:0.0	Bike	
6	10/29/13	610	28	Produce:Fresh Prepared Food	:40.0	Bike	
3	10/29/13	564	66	Produce	25	Car	
19	10/29/13	602	28	Frozen Prepared Food	0		
4	10/29/13	264	10	Produce:Baked Goods	35.0:8.0	Bike	
175	10/29/13	42	7	Produce:Baked Goods	100.0:50.0	Bike	
6	10/30/13	572	10	Produce:	87.0:	Bike	
175	10/30/13	613	7	Produce	310	Bike	
69	10/30/13	53	39	Produce	1	Bike	
3	10/30/13	62	14	Produce	50	Bike	
1	10/30/13	510	15	Produce:Baked Goods	270.0:25.0	Car	
4	10/30/13	572	37	Produce	0	Bike	
2	10/30/13	556	7	Produce:Produce	40.0:40.0	Bike	
74	10/30/13	211	15	Produce	20	Bike	
175	10/30/13	620	15		0	Bike	
175	10/30/13	358	5	Produce	0	Bike	
33	10/30/13	281	20	Produce	0	Bike	
43	10/30/13	595	28	Frozen Prepared Food	0	Bike	
6	10/30/13	576	7	Produce:Baked Goods	0.0:0.0		
25	10/30/13	53	39	Baked Goods	1	Foot	
175	10/31/13	358	5	Produce	0	Bike	
6	10/31/13	275	7	Produce:Baked Goods	35.0:0.0	Car	
2	10/31/13	57	28	Produce	60	Bike	
36	10/31/13	574	15	Produce	60	Bike	
72	10/31/13	581	15	Produce:Baked Goods	247.0:26.0	Car	
175	10/31/13	613	7	Produce	1	Bike	
1	10/31/13	58	41	Produce:Baked Goods	120.0:15.0	Bike	
74	10/31/13	594	63	Produce	100	Bike	
6	10/31/13	116	63	Produce:Baked Goods	0.0:50.0	Bike	
27	10/31/13	256	18	Baked Goods	8	Foot	
4	10/31/13	32	10	Produce	0	Bike	
3	10/31/13	336	42	Produce	0		
25	11/1/13	135	22	Baked Goods	1	Bike	
27	11/1/13	67	20	Baked Goods	40	Bike	
74	11/1/13	553	15	Produce	15	Bike	
2	11/1/13	563	15	Produce	100	Car	
6	11/1/13	356	7	Produce:Baked Goods	0.0:25.0	Bike	
3	11/1/13	31	14	Produce	24	Bike	
6	11/1/13	556	15	Produce	15	Bike	
4	11/1/13	279	20	Produce	30	Bike	
175	11/1/13	604	15	Baked Goods:Fresh Prepared Food:Baked Goods:Produce:Produce:Produce:Produce:Produce:Produce:Produce:Produce:Produce:Produce	:70.0:50.0:1.0::10.0:15.0:20.0:10.0:5.0:25.0:50.0:90.0	Bike	
175	11/1/13	610	5	Produce	0	Bike	
1	11/1/13	32	20	Produce	0		
76	11/2/13	62	26	Frozen Prepared Food	0	Bike	
6	11/2/13	584	28	Baked Goods:	35.0:	Bike	
4	11/2/13	135	22	Produce:Baked Goods	45.0:39.0	Bike	
6	11/2/13	579	8	Produce:Baked Goods	50.0:50.0	Bike	
25	11/2/13	508	155	Baked Goods	5	Bike	
2	11/2/13	101	29	Produce	50	Bike	
72	11/2/13	514	26	Produce:Baked Goods	75.0:30.0	Car	
33	11/2/13	32		Produce	0	Bike	
33	11/2/13	67		Produce	85	Bike	
1	11/2/13	591	26	Produce:Baked Goods	0.0:0.0		
24	11/2/13	86	28	Fresh Prepared Food	0		
74	11/2/13	575	18	Produce	2	Bike	
3	11/2/13	271	66	Baked Goods	35	Bike	
175	11/2/13	609	18	Produce:Baked Goods	30.0:45.0	Bike	
6	11/2/13	67	30	Produce	0		
55	11/2/13	416	18	Produce	0	Bike	
6	11/2/13	569		Produce:Baked Goods	0.0:0.0	Bike	
1	11/3/13	62	8	Produce:Baked Goods	185.0:30.0	Bike	
3	11/3/13	52	9	Produce	34	Bike	
74	11/3/13	582	18	Produce	7	Bike	
175	11/3/13	611	18	Produce	120	Bike	
72	11/3/13	486	20	Produce:Baked Goods	0.0:0.0		
4	11/3/13	260	20	Produce	0	Bike	
2	11/3/13	458	12	Produce	50	Bike	
175	11/3/13	610	18	Produce	0	Bike	
25	11/3/13	568	11	Baked Goods	0		
69	11/4/13	615	28	Produce	8	Bike	
2	11/4/13	349	15	Produce	107	Bike	
6	11/4/13	63	61	Baked Goods	55	Bike	
24	11/4/13	615	28	Fresh Prepared Food	15	Bike	
3	11/4/13	565	66	Produce	125	Car	
4	11/4/13	332	11	Baked Goods	4	Bike	
175	11/4/13	566	5	Produce	0	Bike	
74	11/4/13	211	15	Produce	6	Car	
1	11/4/13		66	Produce:Baked Goods	98.0:35.0	Bike	
175	11/4/13	588	15	Produce:Baked Goods	500.45:45.0	Bike	
6	11/4/13	199	28	Produce:Baked Goods	:0.0	Bike	
25	11/4/13	615	28	Baked Goods	7	Bike	
4	11/5/13	264	10	Produce	70	Bike	
1	11/5/13	281	14	Produce:Baked Goods	400.0:40.0	Car	
2	11/5/13	3	35	Produce	70	Car	
175	11/5/13	42	7	Produce	120	Bike	
3	11/5/13	564	66	Produce	55	Car	
19	11/5/13	602	28	Frozen Prepared Food	0		
72	11/5/13	273	44	Produce:Baked Goods	40.0:20.0	Bike	
175	11/5/13	626	15	Baked Goods:Baked Goods	120.0:120.0	Bike	
74	11/5/13	554	15	Produce	0	Bike	
76	11/5/13	583	26	Frozen Prepared Food	0	Bike	
25	11/6/13	53	39	Baked Goods	1	Bike	
6	11/6/13	326	15	Produce:Baked Goods	56.0:20.0	Bike	
1	11/6/13	510	66	Produce:Baked Goods	40.0:20.0	Car	
4	11/6/13	572	37	Produce	0		
3	11/6/13	52	14	Produce	16	Bike	
175	11/6/13	358	5	Produce	100	Bike	
2	11/6/13	556	7	Produce	120	Bike	
175	11/6/13	613	15	Baked Goods	200	Bike	
43	11/6/13	595	28	Frozen Prepared Food	0	Bike	
74	11/6/13	211	15	Produce	0	Bike	
69	11/6/13	53	39	Produce	1	Bike	
6	11/6/13	576	7	Produce:Baked Goods	0.0:0.0		
27	11/7/13	256	18	Baked Goods	7	Foot	
2	11/7/13	57	28	Produce	100	Bike	
72	11/7/13	581	15	Produce:Baked Goods	260.0:40.0	Car	
1	11/7/13	135	41	Produce:Baked Goods	230.0:20.0	Bike	
6	11/7/13	275	7	Produce:Baked Goods	40.0:40.0	Bike	
36	11/7/13	574	15	Produce	50	Bike	
4	11/7/13	32	10	Produce	0	Bike	
175	11/7/13	620	7	Produce	300	Bike	
175	11/7/13	358	5	Produce	150	Bike	
74	11/7/13	594	63	Produce	2	Bike	
3	11/7/13	336	42	Produce	0		
6	11/8/13	356	7	Produce:Baked Goods	65.0:0.0	Bike	
2	11/8/13	563	15	Produce	33	Bike	
4	11/8/13	279	20	Produce	86	Bike	
3	11/8/13	31	14	Produce	111.4	Bike	
1	11/8/13	32	20	Produce	0		
175	11/8/13	610	5	Produce	100	Car	
27	11/8/13	67	20	Baked Goods	45	Bike	
175	11/8/13	604	15		0	Bike	
74	11/8/13	553	15	Produce	0	Bike	
25	11/8/13	135	22	Baked Goods	1	Bike	
1	11/9/13	591	26	Produce:Baked Goods	0.0:0.0		
4	11/9/13	135	22	Produce	61	Car	
6	11/9/13	579	8	Produce:Baked Goods	50.0:50.0	Bike	
33	11/9/13	67		Produce	80	Bike	
55	11/9/13	416	18	Produce	0	Bike	
2	11/9/13	101	29	Produce	40	Bike	
24	11/9/13	86	28	Fresh Prepared Food	0	Bike	
25	11/9/13	508	155	Baked Goods	1	Bike	
6	11/9/13	592	28	Produce:Baked Goods	0.0:	Bike	
175	11/9/13	39	20	Produce	55	Bike	
76	11/9/13	68	26	Frozen Prepared Food	30	Bike	
33	11/9/13	32			0		
3	11/9/13	163	66	Produce	170	Bike	
175	11/9/13	609	18	Produce	40	Bike	
74	11/9/13	575	186	Produce	60	Bike	
72	11/9/13	514	26	Produce:Baked Goods	0.0:0.0	Car	
3	11/10/13	52	9	Produce	37	Bike	
1	11/10/13	13	8	Produce:Baked Goods	240.0:30.0	Bike	
6	11/10/13	657		Produce:Baked Goods	50.0:10.0	Bike	
74	11/10/13	582	186	Produce	15	Bike	
175	11/10/13	610	41	Produce	100	Bike	
175	11/10/13	611	20	Produce:Produce:Produce	70.0:70.0:70.0	Bike	
4	11/10/13	260	20	Produce:Baked Goods	31.0:30.0	Bike	
72	11/10/13	486	20	Produce:Baked Goods	80.0:40.0	Bike	
2	11/10/13	458	12	Produce	60	Bike	
25	11/10/13	568	11	Baked Goods	0		
24	11/11/13	615	28	Fresh Prepared Food	13	Bike	
25	11/11/13	615	28	Baked Goods	7	Bike	
4	11/11/13	332	11	Produce:Dairy	53.0:22.0	Bike	
74	11/11/13	211	15	Produce	30	Bike	
175	11/11/13	658	5	Produce	160	Bike	
2	11/11/13	349	15	Produce	0	Bike	
6	11/11/13	199	28	Produce:Baked Goods	0.0:	Bike	
175	11/11/13	588	15	Produce:Baked Goods	150.0:28.0	Bike	
3	11/11/13	565	66	Produce	150	Car	
69	11/11/13	615	28	Produce	0	Bike	
6	11/12/13	39	15		0	Bike	
175	11/12/13	42	7	Produce	0	Bike	
175	11/12/13	626	7	Baked Goods	45	Bike	
76	11/12/13	583	26	Frozen Prepared Food	6	Bike	
4	11/12/13	264	10	Produce:Baked Goods	30.0:5.0	Bike	
1	11/12/13	281	14	Produce:Baked Goods	182.0:40.0	Car	
72	11/12/13	273	44	Baked Goods:Frozen Prepared Food:Fresh Prepared Food	30.0:10.0:30.0	Bike	
2	11/12/13	3	35	Produce	0	Car	
3	11/12/13	564	66	Produce	125	Car	
19	11/12/13	602	28	Frozen Prepared Food	0		
74	11/12/13	554	15	Produce	0	Foot	
3	11/13/13	52	14	Produce	87	Bike	
25	11/13/13	53	39	Baked Goods	1	Bike	
1	11/13/13	510	66	Produce:Baked Goods	50.0:25.0	Car	
2	11/13/13	116	7	Produce	0	Bike	
6	11/13/13	326	10	Produce:Baked Goods	:106.0	Bike	
4	11/13/13	68	37	Produce	0		
74	11/13/13	211	15	Produce	70	Bike	
43	11/13/13	595	28	Frozen Prepared Food	35	Bike	
175	11/13/13	358	5	Produce:Baked Goods:Dairy	50.0:20.0:5.0	Bike	
175	11/13/13	613	15	Produce	163	Bike	
6	11/13/13	576	7	Produce:Baked Goods	0.0:0.0		
69	11/13/13	53	39	Produce	1	Car	
1	11/14/13	135	187	Produce:Baked Goods	:260.0	Bike	
36	11/14/13	574	15	Produce	40	Bike	
72	11/14/13	581	15	Produce:Baked Goods	0.0:0.0		
74	11/14/13	594	63	Produce	3	Bike	
6	11/14/13	275	7	Produce:Baked Goods	0.0:0.0		
4	11/14/13	669	15	Produce	30	Bike	
27	11/14/13	256	18	Baked Goods	10	Foot	
175	11/14/13	620	7	Produce	120	Bike	
175	11/14/13	358	100	Produce:Baked Goods	20.0:50.0	Bike	
2	11/14/13	57	28	Produce	0	Bike	
3	11/14/13	336	42	Produce	0		
25	11/15/13	135	22	Baked Goods	0.1	Foot	
1	11/15/13	510	66	Produce:Baked Goods	25.0:20.0	Car	
175	11/15/13	610	5	Produce:Baked Goods	40.0:20.0	Car	
175	11/15/13	604	15	Produce:Produce:Produce:Produce:Fresh Prepared Food:Fresh Prepared Food:Fresh Prepared Food:Produce:Baked Goods:Produce:Fresh Prepared Food:Baked Goods	5.0:5.0:2.0:2.0:10.0:5.0:10.0:10.0:90.0:40.0:50.0:75.0	Bike	
74	11/15/13	553	15	Produce	0	Bike	
3	11/15/13	31	14	Produce	167	Bike	
4	11/15/13	279	20	Produce	80	Bike	
2	11/15/13	563	15	Produce	0	Bike	
6	11/15/13	569	7	Baked Goods:	0.0:	Bike	
27	11/15/13	67	20	Baked Goods	35	Bike	
175	11/16/13	411	18		0	Bike	
72	11/16/13	514	26	Produce:Baked Goods	0.0:0.0	Car	
4	11/16/13	135	22	Produce	0.1	Foot	
3	11/16/13	657	66	Produce	50	Bike	
175	11/16/13	279	20	Produce:Baked Goods	250.0:250.0	Bike	
24	11/16/13	86	28	Fresh Prepared Food	0	Bike	
1	11/16/13	591	26	Produce:Baked Goods	0.0:0.0		
33	11/16/13	67		Produce	40	Bike	
55	11/16/13	416	18	Produce	0	Bike	
2	11/16/13	101	29	Produce	0	Bike	
25	11/16/13	508	155	Baked Goods	0	Bike	
6	11/16/13	592	28	Produce:Baked Goods	:0.0	Bike	
74	11/16/13	575	186	Produce	2	Bike	
6	11/16/13	579	8	Produce:Baked Goods	50.0:50.0	Bike	
33	11/16/13	67		Produce	80	Bike	
76	11/16/13	30	26	Frozen Prepared Food	0	Bike	
4	11/17/13	260	20	Produce:	38.0:20.0	Bike	
3	11/17/13	52	9	Produce	17	Bike	
6	11/17/13	657		Produce:Baked Goods	40.0:30.0	Bike	
74	11/17/13	582	186	Produce	12	Bike	
175	11/17/13	610	41	Produce	75	Bike	
1	11/17/13	13	8	Produce:Baked Goods	180.0:10.0	Car	
25	11/17/13	568	11	Baked Goods	0		
2	11/17/13	458	12	Produce:Baked Goods:Frozen Prepared Food:Fresh Prepared Food:Dairy	0.0:0.0:0.0:0.0:0.0	Bike	
175	11/17/13	611	20	Produce:Baked Goods	15.0:50.0	Bike	
72	11/17/13	486	20	Produce:Baked Goods	80.0:40.0	Bike	
4	11/17/13	260	20	Produce	25	Bike	
69	11/18/13	615	28	Produce	13	Bike	
74	11/18/13	211	15	Produce	207	Bike	
25	11/18/13	615	28	Baked Goods	12	Bike	
1	11/18/13	658	66	Produce:Baked Goods	275.0:	Bike	
175	11/18/13	588	15	Produce	213	Bike	
1	11/18/13	101	186	Produce:Baked Goods:Fresh Prepared Food	50.0:100.0:100.0	Bike	
4	11/18/13	332	11	Produce:Baked Goods	13.0:5.0	Bike	
2	11/18/13	349	15	Produce	0	Bike	
3	11/18/13	565	66	Produce	35	Bike	
24	11/18/13	615	28	Fresh Prepared Food	15	Bike	
175	11/18/13	665	5	Produce	0	Bike	
2	11/19/13	591	35	Produce	0		
3	11/19/13	163	66	Produce	170	Bike	
76	11/19/13	583	26	Frozen Prepared Food	0	Bike	
6	11/19/13	666	15	Baked Goods	70	Bike	
4	11/19/13	264	10	Produce:Baked Goods	70.0:5.0	Bike	
74	11/19/13	554	15	Produce	5	Bike	
19	11/19/13	602	28	Frozen Prepared Food	0		
175	11/19/13	626	15	Produce	247	Bike	
1	11/19/13	281	14	Produce:Baked Goods:Fresh Prepared Food	195.0:100.0:100.0	Car	
72	11/19/13	551	44	Produce:Baked Goods	0.0:0.0	Bike	
175	11/19/13	302	7	Produce	80	Bike	
175	11/20/13	613	15	Baked Goods	130	Bike	
4	11/20/13	101	37	Produce	68	Bike	
3	11/20/13	52	14	Produce	115	Car	
2	11/20/13	116	7	Produce	0	Bike	
6	11/20/13	326	10	Produce:Baked Goods	16.0:0.0	Bike	
74	11/20/13	211	15	Produce	10	Bike	
43	11/20/13	595	28	Frozen Prepared Food	0	Bike	
175	11/20/13	358	5	Produce:Baked Goods	70.0:30.0	Bike	
1	11/20/13	510	66	Produce:Baked Goods	75.0:20.0	Bike	
69	11/20/13	53	39	Produce	1	Bike	
25	11/20/13	53	39	Baked Goods	1	Bike	
6	11/20/13	576	7	Produce:Baked Goods	0.0:0.0		
74	11/21/13	594	63	Produce	0	Bike	
175	11/21/13	620	7	Baked Goods	120	Bike	
2	11/21/13	57	28	Produce	0	Bike	
72	11/21/13	581	15	Produce:Baked Goods	0.0:0.0		
1	11/21/13	135	187	Produce:Baked Goods	175.0:	Bike	
175	11/21/13	358	100	Produce:Baked Goods	50.0:25.0	Bike	
6	11/21/13	275	7	Produce:Baked Goods	0.0:0.0	Foot	
3	11/21/13	336	42	Produce	0		
27	11/21/13	256	18	Baked Goods	8	Foot	
4	11/21/13	669	15	Produce:	0.0:0.0	Bike	
25	11/22/13	135	22	Baked Goods	0.1	Foot	
175	11/22/13	588	5	Produce	100	Bike	
4	11/22/13	279	20	Produce	70	Bike	
74	11/22/13	553	15	Produce	10	Car	
3	11/22/13	31	30	Produce	70	Car	
2	11/22/13	563	15	Produce	0	Bike	
175	11/22/13	604	15		0	Bike	
6	11/22/13	569	71	Baked Goods:	0.0:	Bike	
76	11/23/13	116	26	Frozen Prepared Food	5	Bike	
72	11/23/13	514		Produce:Baked Goods	50.0:50.0	Car	
4	11/23/13	135	22	Produce:Baked Goods	31.0:38.0	Car	
25	11/23/13	508	155	Baked Goods	0.5	Bike	
175	11/23/13	609	18	Produce:Baked Goods	10.0:30.0	Bike	
24	11/23/13	86	28	Fresh Prepared Food	0	Bike	
3	11/23/13	416	66	Produce	109	Bike	
6	11/23/13	579	8	Produce:Baked Goods	50.0:50.0	Bike	
6	11/23/13	592	28	Produce:Baked Goods	50.0:	Bike	
1	11/23/13	163	8	Produce:Baked Goods	75.0:15.0	Bike	
2	11/23/13	101	29	Produce	0	Bike	
175	11/23/13	665	20	Produce:Baked Goods	20.0:60.0	Bike	
74	11/23/13	575	186	Produce	0		
3	11/24/13	52	9	Produce	37	Bike	
74	11/24/13	582	186	Produce	10	Bike	
6	11/24/13	657		Produce:Baked Goods	55.0:55.0	Bike	
2	11/24/13	458	12	Produce:Baked Goods:Frozen Prepared Food:Fresh Prepared Food:Dairy	0.0:0.0:0.0:0.0:0.0	Bike	
4	11/24/13	260	20	Produce	46	Bike	
175	11/24/13	611	20	Baked Goods	75	Car	
1	11/24/13	13	8	Produce:Baked Goods	160.0:20.0	Bike	
72	11/24/13	486	20	Produce:Baked Goods	200.0:40.0	Bike	
175	11/24/13	349	41		0	Bike	
25	11/24/13	568	11	Baked Goods	0		
1	11/25/13	510	66	Produce:Baked Goods	85.0:15.0	Bike	
24	11/25/13	615	28	Fresh Prepared Food	9	Bike	
25	11/25/13	615	28	Baked Goods	7	Bike	
74	11/25/13	211	15	Produce	47	Bike	
69	11/25/13	615	28	Produce	5	Bike	
6	11/25/13	199	28	Produce:Baked Goods	60.0:0.0	Bike	
4	11/25/13	332	11	Produce:Baked Goods	12.0:8.0	Bike	
175	11/25/13	349	15	Produce:Produce	79.0:79.0	Bike	
2	11/25/13	349	15	Produce	0	Bike	
3	11/25/13	565	66	Produce	0	Foot	
175	11/26/13	349	15	Produce:Produce	51.0:51.0	Bike	
4	11/26/13	264	10	Produce	100	Bike	
1	11/26/13	281	14	Produce:Baked Goods:Fresh Prepared Food	200.0:30.0:70.0	Car	
72	11/26/13	273	44	Produce:Baked Goods:Fresh Prepared Food	300.0:50.0:20.0	Bike	
76	11/26/13	583	26	Frozen Prepared Food	0		
3	11/26/13	564	66	Produce	200	Car	
175	11/26/13	42	7	Produce	66	Bike	
6	11/26/13	666	15		0	Bike	
2	11/26/13	3	35	Produce	0		
72	11/26/13	356	22	Produce:Fresh Prepared Food	125.0:70.0	Bike	
74	11/26/13	554	15	Produce	0	Bike	
19	11/26/13	602	28	Frozen Prepared Food	0		
2	11/27/13	356	7	Produce	0	Bike	
175	11/27/13	356	15	Produce	175	Bike	
74	11/27/13	211	15	Produce	33	Bike	
1	11/27/13	510	66	Produce:Baked Goods	150.0:20.0	Bike	
6	11/27/13	576	7	Produce:Baked Goods	0.0:0.0		
3	11/27/13	52	14	Produce	14	Bike	
6	11/27/13	326	10	Produce:Baked Goods	72.0:0.0	Bike	
43	11/27/13	595	28	Frozen Prepared Food	65	Bike	
175	11/27/13	358	5	Produce	100	Bike	
25	11/27/13	53	39	Baked Goods	1	Bike	
4	11/27/13	163	37	Produce:Baked Goods	90.0:25.0	Bike	
2	11/27/13	68	20	Produce	3800	Car	
69	11/27/13	53	39	Produce	1	Bike	
74	11/28/13	594	63	Produce	0	Bike	
27	11/28/13	256	18	Baked Goods	0		
1	11/28/13	135	187	Produce:Baked Goods	37.0:18.0	Car	
6	11/28/13	275	7	Produce:Baked Goods	0.0:0.0		
4	11/28/13	669	15	Produce	0	Bike	
175	11/28/13	358	100	Produce	0	Bike	
72	11/28/13	581	15	Produce:Baked Goods	0.0:0.0		
3	11/28/13	336	42	Produce	0		
25	11/29/13	135	22	Baked Goods	2	Bike	
2	11/29/13	356	15	Produce	0	Bike	
27	11/29/13	665	20	Baked Goods	150	Bike	
74	11/29/13	553	15	Produce	0	Bike	
3	11/29/13	31	66	Produce	85	Bike	
175	11/29/13	610	5	Produce	0	Bike	
175	11/29/13	604	15	Produce	0	Bike	
1	11/29/13	658	66	Produce:Baked Goods	208.0:50.0	Bike	
4	11/29/13	279	20	Produce	102	Bike	
6	11/29/13	569	71	Produce:	30.0:	Bike	
33	11/30/13	63		Produce	0		
6	11/30/13	579	8	Produce:Baked Goods	:100.0	Bike	
72	11/30/13	514		Produce:Baked Goods	0.0:0.0	Car	
24	11/30/13	86	28	Fresh Prepared Food	0	Bike	
74	11/30/13	674	186	Produce	40	Car	
175	11/30/13	30	20		0	Bike	
6	11/30/13	592	28	Produce:Baked Goods	65.0:	Bike	
4	11/30/13	135	22	Produce	30	Car	
175	11/30/13	609	18	Produce	250	Car	
76	11/30/13	68	26	Frozen Prepared Food	0	Bike	
3	11/30/13	163	66	Produce	95	Bike	
2	11/30/13	101	29	Produce	0	Bike	
25	11/30/13	508	155	Baked Goods	0	Bike	
1	11/30/13	591		Produce:Baked Goods	0.0:0.0		
4	12/1/13	260	20	Produce:Baked Goods	48.0:25.0	Bike	
25	12/1/13	568	11	Baked Goods	0		
3	12/1/13	52	9	Produce	8	Bike	
175	12/1/13	611	20	Produce	80	Car	
175	12/1/13	610	41	Produce:Baked Goods	35.0:15.0	Car	
1	12/1/13	163	8	Produce:Baked Goods:Fresh Prepared Food	110.0::230.0	Bike	
6	12/1/13	657	66	Produce:Baked Goods:	50.0:150.0:50.0	Car	
2	12/1/13	458	12	Produce	0	Bike	
74	12/1/13	674	186	Produce	30	Bike	
72	12/1/13	486	20	Produce:Baked Goods	650.0:80.0	Car	
24	12/2/13	615	28	Fresh Prepared Food	13	Bike	
175	12/2/13	593	5	Produce:Produce	120.0:120.0	Bike	
25	12/2/13	615	28	Baked Goods	10	Bike	
69	12/2/13	615	28	Produce	0	Bike	
4	12/2/13	332	11	Produce:Baked Goods	70.0:10.0	Bike	
175	12/2/13	588	15	Produce	114	Bike	
1	12/2/13	658	66	Produce:Baked Goods	259.0:66.0	Bike	
6	12/2/13	199	28	Produce:Baked Goods	0.0:0.0	Bike	
2	12/2/13	349	15	Produce	0	Bike	
3	12/2/13	565	66	Produce	250	Car	
74	12/2/13	211	15	Produce	0	Bike	
1	12/3/13	281	18	Produce:Baked Goods:Fresh Prepared Food	200.0:20.0:20.0	Car	
19	12/3/13	602	28	Frozen Prepared Food	0		
76	12/3/13	583	26	Frozen Prepared Food	3	Bike	
72	12/3/13	273	44	Produce:Baked Goods	150.0:50.0	Bike	
3	12/3/13	564	66	Produce	50	Car	
2	12/3/13	3	35	Produce	0	Car	
4	12/3/13	264	10	Produce	30	Bike	
175	12/3/13	626	15	Baked Goods	137	Bike	
74	12/3/13	554	15	Produce	16	Bike	
175	12/3/13	42	7	Produce	80	Bike	
6	12/3/13	666	15	Baked Goods	166	Bike	
175	12/4/13	613	15	Produce	60	Bike	
4	12/4/13	101	37	Produce	10	Bike	
74	12/4/13	211	15	Produce	100	Bike	
3	12/4/13	52	14	Produce	122	Car	
175	12/4/13	358	5	Produce	50	Bike	
43	12/4/13	595	28	Frozen Prepared Food	0	Bike	
6	12/4/13	326	10	Produce:Baked Goods	44.0:0.0	Car	
2	12/4/13	116	7	Produce	0	Bike	
1	12/4/13	510	66	Produce:Baked Goods	200.0:35.0	Car	
69	12/4/13	53	39	Produce	1	Bike	
6	12/4/13	576	7	Produce:Baked Goods	0.0:0.0		
25	12/4/13	53	39	Baked Goods	1	Bike	
72	12/5/13	681	15	Produce:Baked Goods	:42.0	Car	
1	12/5/13	135	187	Produce:Baked Goods	72.0:12.0	Bike	
175	12/5/13	620	7	Produce	0	Bike	
6	12/5/13	275	7	Produce:Baked Goods	0.0:0.0		
2	12/5/13	57	28	Produce	0		
74	12/5/13	594	63	Produce	0	Bike	
